country,year,value,indicator code,indicator description
Croatia,2018,44.74968828303827,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cyprus,2018,48.97276969148269,PIT_Population,Active taxpayers on PIT register as percentage of Population
Czech Republic,2018,20.100173773519444,PIT_Population,Active taxpayers on PIT register as percentage of Population
Denmark,2018,90.68322552538682,PIT_Population,Active taxpayers on PIT register as percentage of Population
Dominica,2018,54.75804875324602,PIT_Population,Active taxpayers on PIT register as percentage of Population
Dominican Republic,2018,1.5794361365284586,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ecuador,2018,5.57641641691093,PIT_Population,Active taxpayers on PIT register as percentage of Population
El Salvador,2018,8.382413865068512,PIT_Population,Active taxpayers on PIT register as percentage of Population
Estonia,2018,61.43571332935445,PIT_Population,Active taxpayers on PIT register as percentage of Population
Eswatini,2018,0.9421143139770864,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ethiopia,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Fiji,2018,7.139073447350847,PIT_Population,Active taxpayers on PIT register as percentage of Population
Finland,2018,99.13027318342316,PIT_Population,Active taxpayers on PIT register as percentage of Population
France,2018,76.48896685982058,PIT_Population,Active taxpayers on PIT register as percentage of Population
Gabon,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Gambia, The",2018,6.128875501514852,PIT_Population,Active taxpayers on PIT register as percentage of Population
Georgia,2018,34.65163077152615,PIT_Population,Active taxpayers on PIT register as percentage of Population
Germany,2018,48.23407732888884,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ghana,2018,0.1630490943224985,PIT_Population,Active taxpayers on PIT register as percentage of Population
Greece,2018,83.30549986480797,PIT_Population,Active taxpayers on PIT register as percentage of Population
Grenada,2018,15.21054473346553,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guatemala,2018,2.900877533729534,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guinea,2018,0.017230140873116244,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guinea Bissau,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guyana,2018,46.169674983665104,PIT_Population,Active taxpayers on PIT register as percentage of Population
Honduras,2018,1.8151820861342391,PIT_Population,Active taxpayers on PIT register as percentage of Population
Hungary,2018,51.4264650101007,PIT_Population,Active taxpayers on PIT register as percentage of Population
Iceland,2018,87.23580393568855,PIT_Population,Active taxpayers on PIT register as percentage of Population
India,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Indonesia,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ireland,2018,76.05731783183997,PIT_Population,Active taxpayers on PIT register as percentage of Population
Israel,2018,59.479499707299496,PIT_Population,Active taxpayers on PIT register as percentage of Population
Italy,2018,47.102236015634105,PIT_Population,Active taxpayers on PIT register as percentage of Population
Jamaica,2018,2.058024711970242,PIT_Population,Active taxpayers on PIT register as percentage of Population
Japan,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kazakhstan,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kenya,2018,16.017589702169012,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kiribati,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Korea, Republic of",2018,13.391689397756293,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Kosovo, Republic of",2018,5.0810618306869175,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kyrgyz Republic,2018,1.058059720377048,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lao People's Democratic Republic,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Latvia,2018,47.45098263052532,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lebanon,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lesotho,2018,3.325053466563773,PIT_Population,Active taxpayers on PIT register as percentage of Population
Liberia,2018,0.5582928821392761,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lithuania,2018,50.12552011516511,PIT_Population,Active taxpayers on PIT register as percentage of Population
Luxembourg,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Madagascar,2018,0.7092673063488353,PIT_Population,Active taxpayers on PIT register as percentage of Population
Malawi,2018,0.013520205762870583,PIT_Population,Active taxpayers on PIT register as percentage of Population
Malaysia,2018,24.855248660771192,PIT_Population,Active taxpayers on PIT register as percentage of Population
Maldives,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Malta,2018,66.84831727297113,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Marshall Islands, Republic of",2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mauritius,2018,17.55745461758962,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mexico,2018,55.26796164873596,PIT_Population,Active taxpayers on PIT register as percentage of Population
Moldova,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mongolia,2018,1.3356196143225663,PIT_Population,Active taxpayers on PIT register as percentage of Population
Montenegro,2018,0.7850832573964165,PIT_Population,Active taxpayers on PIT register as percentage of Population
Montserrat,2018,72.35964723596472,PIT_Population,Active taxpayers on PIT register as percentage of Population
Morocco,2018,1.909004693402045,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mozambique,2018,0.022491178382811044,PIT_Population,Active taxpayers on PIT register as percentage of Population
Myanmar,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Namibia,2018,18.91749377118817,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nauru,2018,0,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nepal,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Netherlands,2018,70.6001883513707,PIT_Population,Active taxpayers on PIT register as percentage of Population
New Zealand,2018,50.07199118475288,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nicaragua,2018,0.26434142314084813,PIT_Population,Active taxpayers on PIT register as percentage of Population
Niger,2018,0.10209050720918408,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nigeria,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Norway,2018,90.41577464703884,PIT_Population,Active taxpayers on PIT register as percentage of Population
Pakistan,2018,1.2949941904068887,PIT_Population,Active taxpayers on PIT register as percentage of Population
Palau,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Panama,2018,3.857316055953887,PIT_Population,Active taxpayers on PIT register as percentage of Population
Papua New Guinea,2018,0.17429044037849378,PIT_Population,Active taxpayers on PIT register as percentage of Population
Paraguay,2018,1.219381233854926,PIT_Population,Active taxpayers on PIT register as percentage of Population
Peru,2018,18.366198785748907,PIT_Population,Active taxpayers on PIT register as percentage of Population
Philippines,2018,18.63721256189113,PIT_Population,Active taxpayers on PIT register as percentage of Population
Poland,2018,51.64451378876753,PIT_Population,Active taxpayers on PIT register as percentage of Population
Portugal,2018,52.03919321046202,PIT_Population,Active taxpayers on PIT register as percentage of Population
Republic of North Macedonia,2018,0.5461375183807858,PIT_Population,Active taxpayers on PIT register as percentage of Population
Republika Srpska,2018,1.9127068338586395,PIT_Population,Active taxpayers on PIT register as percentage of Population
Romania,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Russian Federation,2018,5.581857355735041,PIT_Population,Active taxpayers on PIT register as percentage of Population
Rwanda,2018,0.9208200735996002,PIT_Population,Active taxpayers on PIT register as percentage of Population
Samoa,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
São Tomé and Príncipe,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Saudi Arabia,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Senegal,2018,0.031164999529465904,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Serbia, Republic of",2018,3.276127358790503,PIT_Population,Active taxpayers on PIT register as percentage of Population
Seychelles,2018,10.628139145532337,PIT_Population,Active taxpayers on PIT register as percentage of Population
Sierra Leone,2018,0.0057515219638205745,PIT_Population,Active taxpayers on PIT register as percentage of Population
Singapore,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Slovak Republic,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Slovenia,2018,74.60964735902607,PIT_Population,Active taxpayers on PIT register as percentage of Population
Solomon Islands,2018,0.49015403090421167,PIT_Population,Active taxpayers on PIT register as percentage of Population
South Africa,2018,36.51748530778723,PIT_Population,Active taxpayers on PIT register as percentage of Population
Spain,2018,52.01425478667203,PIT_Population,Active taxpayers on PIT register as percentage of Population
Sri Lanka,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
St. Kitts and Nevis,2018,7.906480033563447,PIT_Population,Active taxpayers on PIT register as percentage of Population
St. Lucia,2018,56.99433723679147,PIT_Population,Active taxpayers on PIT register as percentage of Population
St. Vincent and the Grenadines,2018,42.80555303511478,PIT_Population,Active taxpayers on PIT register as percentage of Population
Suriname,2018,0.7743230315961992,PIT_Population,Active taxpayers on PIT register as percentage of Population
Sweden,2018,76.71927096570155,PIT_Population,Active taxpayers on PIT register as percentage of Population
Switzerland,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Taiwan,2018,28.187583905875858,PIT_Population,Active taxpayers on PIT register as percentage of Population
Tajikistan,2018,0.15566682969178583,PIT_Population,Active taxpayers on PIT register as percentage of Population
Thailand,2018,16.506788412716205,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Timor-Leste, Dem. Rep. of",2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Togo,2018,0.15362978896818963,PIT_Population,Active taxpayers on PIT register as percentage of Population
Tonga,2018,0.687991162705065,PIT_Population,Active taxpayers on PIT register as percentage of Population
Trinidad and Tobago,2018,2.0574295908668687,PIT_Population,Active taxpayers on PIT register as percentage of Population
Turkey,2018,5.681061315332543,PIT_Population,Active taxpayers on PIT register as percentage of Population
Turks and Caicos Islands,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Uganda,2018,1.1495439447352798,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ukraine,2018,2.3134844160968235,PIT_Population,Active taxpayers on PIT register as percentage of Population
United Kingdom,2018,46.94528815559546,PIT_Population,Active taxpayers on PIT register as percentage of Population
United States,2018,46.793168444793686,PIT_Population,Active taxpayers on PIT register as percentage of Population
Uruguay,2018,38.66494264036947,PIT_Population,Active taxpayers on PIT register as percentage of Population
Uzbekistan,2018,11.899566392868088,PIT_Population,Active taxpayers on PIT register as percentage of Population
Vanuatu,2018,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Vietnam,2018,55.63804639817368,PIT_Population,Active taxpayers on PIT register as percentage of Population
Zambia,2018,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Zimbabwe,2018,0.16781851581695226,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Afghanistan, Islamic Republic of",2019,0.19954651411079674,PIT_Population,Active taxpayers on PIT register as percentage of Population
Albania,2019,1.5754726996196118,PIT_Population,Active taxpayers on PIT register as percentage of Population
Angola,2019,16.463352001814656,PIT_Population,Active taxpayers on PIT register as percentage of Population
Antigua and Barbuda,2019,9.199402769911961,PIT_Population,Active taxpayers on PIT register as percentage of Population
Argentina,2019,7.411807886260736,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Armenia, Republic of",2019,24.339357777320973,PIT_Population,Active taxpayers on PIT register as percentage of Population
Aruba,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Australia,2019,89.9791313048365,PIT_Population,Active taxpayers on PIT register as percentage of Population
Austria,2019,76.23644131929116,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Azerbaijan, Republic of",2019,0.49255393128865177,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bangladesh,2019,2.120194504657279,PIT_Population,Active taxpayers on PIT register as percentage of Population
Barbados,2019,25.21418293434975,PIT_Population,Active taxpayers on PIT register as percentage of Population
Belarus,2019,2.4681207309147433,PIT_Population,Active taxpayers on PIT register as percentage of Population
Belgium,2019,62.24711854316048,PIT_Population,Active taxpayers on PIT register as percentage of Population
Belize,2019,17.08564855732405,PIT_Population,Active taxpayers on PIT register as percentage of Population
Benin,2019,0.01871003938514133,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bhutan,2019,8.288624992464886,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bolivia,2019,0.7226723084708188,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bosnia and Herzegovina,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Botswana,2019,12.391267450708707,PIT_Population,Active taxpayers on PIT register as percentage of Population
Brazil,2019,14.220350343466077,PIT_Population,Active taxpayers on PIT register as percentage of Population
Brunei Darussalam,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bulgaria,2019,44.8088029392062,PIT_Population,Active taxpayers on PIT register as percentage of Population
Burkina Faso,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Burundi,2019,0.013104287842663901,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cabo Verde,2019,18.751091036047832,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cambodia,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cameroon,2019,0.13764286335646472,PIT_Population,Active taxpayers on PIT register as percentage of Population
Canada,2019,79.819895968929,PIT_Population,Active taxpayers on PIT register as percentage of Population
Central African Republic,2019,0.0031189550489033185,PIT_Population,Active taxpayers on PIT register as percentage of Population
Chad,2019,0.009287081951192716,PIT_Population,Active taxpayers on PIT register as percentage of Population
Chile,2019,54.44021182949482,PIT_Population,Active taxpayers on PIT register as percentage of Population
"China, P.R.: Hong Kong",2019,42.22648320323947,PIT_Population,Active taxpayers on PIT register as percentage of Population
"China, P.R.: Mainland",2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Colombia,2019,7.335710885795856,PIT_Population,Active taxpayers on PIT register as percentage of Population
Comoros,2019,0.014220387805253552,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Congo, Democratic Republic of",2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Congo, Republic of",2019,0.22884473276109452,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cook Islands,2019,152.977912174599,PIT_Population,Active taxpayers on PIT register as percentage of Population
Costa Rica,2019,9.73192795490733,PIT_Population,Active taxpayers on PIT register as percentage of Population
Croatia,2019,46.43413337374082,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cyprus,2019,50.72955670294649,PIT_Population,Active taxpayers on PIT register as percentage of Population
Czech Republic,2019,20.392283639137286,PIT_Population,Active taxpayers on PIT register as percentage of Population
Denmark,2019,90.59043186063894,PIT_Population,Active taxpayers on PIT register as percentage of Population
Dominica,2019,56.52991310160428,PIT_Population,Active taxpayers on PIT register as percentage of Population
Dominican Republic,2019,1.6124657171082815,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ecuador,2019,5.605256279665243,PIT_Population,Active taxpayers on PIT register as percentage of Population
El Salvador,2019,8.150537301175321,PIT_Population,Active taxpayers on PIT register as percentage of Population
Estonia,2019,68.94147100982893,PIT_Population,Active taxpayers on PIT register as percentage of Population
Eswatini,2019,0.9245444560865336,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ethiopia,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Fiji,2019,7.117775617868319,PIT_Population,Active taxpayers on PIT register as percentage of Population
Finland,2019,98.63604900458309,PIT_Population,Active taxpayers on PIT register as percentage of Population
France,2019,76.33547188545435,PIT_Population,Active taxpayers on PIT register as percentage of Population
Gabon,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Gambia, The",2019,6.072592022135745,PIT_Population,Active taxpayers on PIT register as percentage of Population
Georgia,2019,34.625436909854166,PIT_Population,Active taxpayers on PIT register as percentage of Population
Germany,2019,49.938864858373925,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ghana,2019,0.17316801202767138,PIT_Population,Active taxpayers on PIT register as percentage of Population
Greece,2019,81.28567220770219,PIT_Population,Active taxpayers on PIT register as percentage of Population
Grenada,2019,15.619363939929645,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guatemala,2019,3.389979032796022,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guinea,2019,0.016490168617846683,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guinea Bissau,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Guyana,2019,47.2688831401105,PIT_Population,Active taxpayers on PIT register as percentage of Population
Honduras,2019,1.7950845029019256,PIT_Population,Active taxpayers on PIT register as percentage of Population
Hungary,2019,51.798372370227796,PIT_Population,Active taxpayers on PIT register as percentage of Population
Iceland,2019,86.9024275924041,PIT_Population,Active taxpayers on PIT register as percentage of Population
India,2019,4.297594988219693,PIT_Population,Active taxpayers on PIT register as percentage of Population
Indonesia,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ireland,2019,77.19682875521346,PIT_Population,Active taxpayers on PIT register as percentage of Population
Israel,2019,59.57983211840071,PIT_Population,Active taxpayers on PIT register as percentage of Population
Italy,2019,48.16246879807174,PIT_Population,Active taxpayers on PIT register as percentage of Population
Jamaica,2019,2.0490611974383683,PIT_Population,Active taxpayers on PIT register as percentage of Population
Japan,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kazakhstan,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kenya,2019,19.04736235711488,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kiribati,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Korea, Republic of",2019,14.687937507631634,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Kosovo, Republic of",2019,4.537053963554648,PIT_Population,Active taxpayers on PIT register as percentage of Population
Kyrgyz Republic,2019,1.0835011306960751,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lao People's Democratic Republic,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Latvia,2019,47.61628824415228,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lebanon,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lesotho,2019,3.6066997699583156,PIT_Population,Active taxpayers on PIT register as percentage of Population
Liberia,2019,0.6481583124956708,PIT_Population,Active taxpayers on PIT register as percentage of Population
Lithuania,2019,47.53736126753985,PIT_Population,Active taxpayers on PIT register as percentage of Population
Luxembourg,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Madagascar,2019,0.9393011447903034,PIT_Population,Active taxpayers on PIT register as percentage of Population
Malawi,2019,0.014085755302194473,PIT_Population,Active taxpayers on PIT register as percentage of Population
Malaysia,2019,25.622788932972295,PIT_Population,Active taxpayers on PIT register as percentage of Population
Maldives,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Malta,2019,69.98742218219188,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Marshall Islands, Republic of",2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mauritius,2019,18.737294690494117,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mexico,2019,59.022731545953455,PIT_Population,Active taxpayers on PIT register as percentage of Population
Moldova,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mongolia,2019,0.8775052198863563,PIT_Population,Active taxpayers on PIT register as percentage of Population
Montenegro,2019,0.8579999614165279,PIT_Population,Active taxpayers on PIT register as percentage of Population
Montserrat,2019,77.95972560300952,PIT_Population,Active taxpayers on PIT register as percentage of Population
Morocco,2019,2.127390815130805,PIT_Population,Active taxpayers on PIT register as percentage of Population
Mozambique,2019,0.017904868276712907,PIT_Population,Active taxpayers on PIT register as percentage of Population
Myanmar,2019,0.4871920511602259,PIT_Population,Active taxpayers on PIT register as percentage of Population
Namibia,2019,20.655082893570075,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nauru,2019,0,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nepal,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Netherlands,2019,71.82139806838609,PIT_Population,Active taxpayers on PIT register as percentage of Population
New Zealand,2019,81.06388448175447,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nicaragua,2019,0.26680913598236833,PIT_Population,Active taxpayers on PIT register as percentage of Population
Niger,2019,0.13721584477939097,PIT_Population,Active taxpayers on PIT register as percentage of Population
Nigeria,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Norway,2019,88.21729143573472,PIT_Population,Active taxpayers on PIT register as percentage of Population
Pakistan,2019,1.2630845224399436,PIT_Population,Active taxpayers on PIT register as percentage of Population
Palau,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Panama,2019,3.726132949011407,PIT_Population,Active taxpayers on PIT register as percentage of Population
Papua New Guinea,2019,0.19370749188792905,PIT_Population,Active taxpayers on PIT register as percentage of Population
Paraguay,2019,1.957020082931148,PIT_Population,Active taxpayers on PIT register as percentage of Population
Peru,2019,18.502640780681613,PIT_Population,Active taxpayers on PIT register as percentage of Population
Philippines,2019,19.111795779191105,PIT_Population,Active taxpayers on PIT register as percentage of Population
Poland,2019,54.90064328182381,PIT_Population,Active taxpayers on PIT register as percentage of Population
Portugal,2019,52.951358525443105,PIT_Population,Active taxpayers on PIT register as percentage of Population
Republic of North Macedonia,2019,0.5354183139162534,PIT_Population,Active taxpayers on PIT register as percentage of Population
Republika Srpska,2019,1.8015833767325022,PIT_Population,Active taxpayers on PIT register as percentage of Population
Romania,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Russian Federation,2019,5.891736924065917,PIT_Population,Active taxpayers on PIT register as percentage of Population
Rwanda,2019,1.0978354372215973,PIT_Population,Active taxpayers on PIT register as percentage of Population
Samoa,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
São Tomé and Príncipe,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Saudi Arabia,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Senegal,2019,0.06587359804599333,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Serbia, Republic of",2019,3.3262805362237566,PIT_Population,Active taxpayers on PIT register as percentage of Population
Seychelles,2019,12.344174135723431,PIT_Population,Active taxpayers on PIT register as percentage of Population
Sierra Leone,2019,0.006028254467083747,PIT_Population,Active taxpayers on PIT register as percentage of Population
Singapore,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Slovak Republic,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Slovenia,2019,74.89983887070632,PIT_Population,Active taxpayers on PIT register as percentage of Population
Solomon Islands,2019,0.6303176520294228,PIT_Population,Active taxpayers on PIT register as percentage of Population
South Africa,2019,37.86060301272236,PIT_Population,Active taxpayers on PIT register as percentage of Population
Spain,2019,52.37371084583305,PIT_Population,Active taxpayers on PIT register as percentage of Population
Sri Lanka,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
St. Kitts and Nevis,2019,8.469924669720257,PIT_Population,Active taxpayers on PIT register as percentage of Population
St. Lucia,2019,58.53825323449766,PIT_Population,Active taxpayers on PIT register as percentage of Population
St. Vincent and the Grenadines,2019,43.058783105621515,PIT_Population,Active taxpayers on PIT register as percentage of Population
Suriname,2019,0.08256459389400427,PIT_Population,Active taxpayers on PIT register as percentage of Population
Sweden,2019,76.02057499026888,PIT_Population,Active taxpayers on PIT register as percentage of Population
Switzerland,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Taiwan,2019,28.62800220360689,PIT_Population,Active taxpayers on PIT register as percentage of Population
Tajikistan,2019,2.091422797690768,PIT_Population,Active taxpayers on PIT register as percentage of Population
Thailand,2019,15.977114790611227,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Timor-Leste, Dem. Rep. of",2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Togo,2019,0.20065923822487966,PIT_Population,Active taxpayers on PIT register as percentage of Population
Tonga,2019,0.6794453429285051,PIT_Population,Active taxpayers on PIT register as percentage of Population
Trinidad and Tobago,2019,2.0573217039231695,PIT_Population,Active taxpayers on PIT register as percentage of Population
Turkey,2019,5.727304936244036,PIT_Population,Active taxpayers on PIT register as percentage of Population
Turks and Caicos Islands,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Uganda,2019,1.2685300181363788,PIT_Population,Active taxpayers on PIT register as percentage of Population
Ukraine,2019,2.087155326171964,PIT_Population,Active taxpayers on PIT register as percentage of Population
United Kingdom,2019,47.27967771179287,PIT_Population,Active taxpayers on PIT register as percentage of Population
United States,2019,46.93283497043598,PIT_Population,Active taxpayers on PIT register as percentage of Population
Uruguay,2019,38.66369166177268,PIT_Population,Active taxpayers on PIT register as percentage of Population
Uzbekistan,2019,14.003546717053277,PIT_Population,Active taxpayers on PIT register as percentage of Population
Vanuatu,2019,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Vietnam,2019,59.87045918590127,PIT_Population,Active taxpayers on PIT register as percentage of Population
Zambia,2019,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Zimbabwe,2019,0.31037577277292444,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Afghanistan, Islamic Republic of",2020,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Albania,2020,2.094305227781374,PIT_Population,Active taxpayers on PIT register as percentage of Population
Angola,2020,0.9851650938889684,PIT_Population,Active taxpayers on PIT register as percentage of Population
Antigua and Barbuda,2020,9.454905644963647,PIT_Population,Active taxpayers on PIT register as percentage of Population
Argentina,2020,7.86846562854208,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Armenia, Republic of",2020,24.970049614711495,PIT_Population,Active taxpayers on PIT register as percentage of Population
Aruba,2020,54.98473296742409,PIT_Population,Active taxpayers on PIT register as percentage of Population
Australia,2020,90.10213360114152,PIT_Population,Active taxpayers on PIT register as percentage of Population
Austria,2020,74.9224336549401,PIT_Population,Active taxpayers on PIT register as percentage of Population
"Azerbaijan, Republic of",2020,0,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bangladesh,2020,3.0142501657195475,PIT_Population,Active taxpayers on PIT register as percentage of Population
Barbados,2020,22.9828340368374,PIT_Population,Active taxpayers on PIT register as percentage of Population
Belarus,2020,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Belgium,2020,61.650076579286065,PIT_Population,Active taxpayers on PIT register as percentage of Population
Belize,2020,0.44917144718211566,PIT_Population,Active taxpayers on PIT register as percentage of Population
Benin,2020,0.02289824846546266,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bhutan,2020,8.4919622815612,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bolivia,2020,1.1070991085518591,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bosnia and Herzegovina,2020,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Botswana,2020,13.899239887311964,PIT_Population,Active taxpayers on PIT register as percentage of Population
Brazil,2020,15.247099223916265,PIT_Population,Active taxpayers on PIT register as percentage of Population
Brunei Darussalam,2020,,PIT_Population,Active taxpayers on PIT register as percentage of Population
Bulgaria,2020,43.82659974055436,PIT_Population,Active taxpayers on PIT register as percentage of Population
Burkina Faso,2020,0.06533903438494192,PIT_Population,Active taxpayers on PIT register as percentage of Population
Burundi,2020,0.014431348117503805,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cabo Verde,2020,12.146125455945093,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cambodia,2020,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Cameroon,2020,0.17177817229832865,PIT_Population,Active taxpayers on PIT register as percentage of Population
Canada,2020,80.00739266519,PIT_Population,Active taxpayers on PIT register as percentage of Population
Central African Republic,2020,0.0011594769433868818,PIT_Population,Active taxpayers on PIT register as percentage of Population
Chad,2020,D,PIT_Population,Active taxpayers on PIT register as percentage of Population
Chile,2020,53.029614815364276,PIT_Population,Active taxpayers on PIT register as percentage of Population
"China, P.R.: Hong Kong",2020,42.9312598572536,PIT_Population,Active taxpayers on PIT register as percentage of Population
